latitude,longitude,current_speed,free_flow_speed,confidence,timestamp,segment_label,day,hour,zone_cluster
30.45591344364253,-97.66701138524036,67,67,1,2025-07-28 20:05:01.602021+00:00,I-35 Northbound at North,2025-07-28,20,1
30.36320289257019,-97.69705212621415,45,45,1,2025-07-28 20:05:02.717624+00:00,I-35 Northbound Mid,2025-07-28,20,1
30.317264712256232,-97.69965521006371,35,35,1,2025-07-28 20:05:03.668417+00:00,I-35 Downtown,2025-07-28,20,1
30.267127476856047,-97.74314722925031,14,14,1,2025-07-28 20:05:04.392648+00:00,I-35 Southbound Downtown,2025-07-28,20,0
30.246768173240838,-97.73514888196605,83,103,1,2025-07-28 20:05:05.139882+00:00,I-35 Southbound Mid,2025-07-28,20,0
30.16708778948353,-97.78498968989238,55,67,1,2025-07-28 20:05:05.887807+00:00,I-35 Southbound Near Airport,2025-07-28,20,2
30.10041878023002,-97.75624177366409,89,89,1,2025-07-28 20:05:06.617583+00:00,I-35 Southbound End,2025-07-28,20,2
